NPA,Area-2020,Age_of_Residents-2021,Tree_Canopy-2012,Impervious_Surface-2023,Housing_Density-2023,Housing_Size-2023,Housing_Age-2023,New_Residential-2023,Residential_Renovation-2023,Commuters_Driving_Alone-2022,Vacant_Land-2023,Youth_Population-2022,Older_Adult_Population-2022,White_Population-2020,Black_Population-2020,Asian_Population-2020,All_Other_Races-2020,Hispanic_Latino-2020,Commercial_Construction-2023,Bachelors_Degree-2022,Early_Care_Proximity-2023,School_Age_Proximity-2023,Recycling_Participation-2022,Solid_Waste-2022,Solid_Waste_Diversion_Rate-2022,Electricity_Consumption-2013,Water_Consumption-2022,Low_Cost_Healthcare_Proximity-2022,Home_Ownership-2022,Single_Family_Housing-2023,Residential_Occupancy-2022,Nuisance_Violations-2022,Long_Commute -2022,Bicycle_Friendliness-2023,Street_Connectivity-2022,Transit_Proximity-2023,Household_Income-2021,Employment_Rate-2022,High_School_Diploma-2022,Rental_Costs-2021,Commercial_Space-2023,Commercial_Building_Age-2023,Adopt_a_Stream-2023,Transit_Ridership-2022,Grocery_Proximity-2023,Pharmacy_Proximity-2022,Population_Density-2020,Voter_Participation-2022,Residential_Tree_Canopy-2012,Library_Card_Prevalence-2018,311_Request_Rate-2022,Rental_Houses-2023,Births_to_Adolescents-2019,Low_Birthweight-2019,Prenatal_Care-2019,Age_of_Death-2019,Violent_Crime_Rate-2022,Property_Crime_Rate-2022,Disorder_Call_Rate-2022,Animal_Control_Call_Rate-2022,Proficiency_Elementary_School-2023,Proficiency_Middle_School-2023,Proficiency_High_School-2023,Highschool_Graduation_Rate-2023,Student_Absenteeism-2023,Neighborhood_School_Attendance-2023,Housing_Violations-2023,Foreclosures-2023,Adopt_a_Street-2023,Board_Committee_Participation-2023,Neighborhood_Organizations-2021,Park_Proximity-2023,Job_Density-2019,Home_Sale_Price-2023,Natural_Gas_Consumption-2013,Fire_Call_Rate-2021,Fincancial_Services_Proximity-2023,Public_Nutrition_Assistance-2023,Public_Health_Insurance -2017,Subsidized_Housing-2023,Residential_Demolitions-2023
357,345.73,38.0,50.484310871652895,28.13407153490268,3.6,2057.0,47.0,34.1,6.6,83.5728952772074,1.715380155,14.059674502712475,16.229656419529835,79.64,9.68,3.64,3.64,3.4,1.7,65.94409583571021,100.0,83.38735818,54.7,7.0,31.5,914.0,135.0,17.6232821341956,57.89043336058871,50.89141005,92.4414210128496,2.506063056,41.47843942505133,1.7,1.148514851,99.10858995,78614.0,86.94383661560904,94.23844837421564,1283.0,12014.55,43.0,100.0,16.05,41.08589951,38.64,7.0,69.73827699,55.0,16.99,40.85020243,20.22292994,0.0,3.23,67.74,82.0,1.6194331983805668,15.384615384615383,37.24696356275303,9.311740890688258,0.6666666666666666,0.6666666666666666,0.7894736842105263,1.0,0.1228813559322034,0.6313559322033898,0.0,0.0,27.60114663,0.0,2.0,98.05510535,2.09,589884.0,46.0,22.67,42.22042139,,9.0,14.55133387,7.3
358,823.358,38.0,46.50200313043573,36.64753689556243,3.3,2948.0,55.0,0.9,4.4,84.03307888040712,0.56434152,17.914504571287374,12.923152952804545,83.09,5.25,3.27,3.84,4.55,13.4,75.65579014715291,15.00551673,17.32254505,68.2,6.0,47.3,1131.0,207.0,83.5666912306558,35.96035865974516,22.94961383,84.08730158730158,1.473839352,52.926208651399484,1.7,1.271317829,100.0,105279.0,98.87553315238463,99.744081893794,1713.0,110997.1649,27.0,100.0,32.85079576,37.10923134,72.88,5.0,64.36090226,63.4,16.37,26.88311688,6.570512821,0.0,10.0,75.0,83.0,5.194805194805195,109.87012987012989,153.24675324675323,17.4025974025974,0.9367088607594936,0.7894736842105263,0.935483870967742,1.0,0.0856481481481481,0.8101851851851852,0.0,0.0,34.20558239,1.038961039,3.0,42.25818316,18.54,669062.0,62.0,58.7,94.336153,,4.0,0.0,1.1
359,415.514,35.0,61.8407629546044,22.16158066657099,2.8,2430.0,51.0,0.5,10.1,95.01466275659824,2.088288057,31.350729086722943,24.21335379892556,88.73,1.71,3.34,3.09,3.13,0.2,82.04688393367638,33.4208224,44.44444444,74.3,7.0,43.7,1103.0,174.0,3.28596802841918,97.17277486910994,66.31671041,95.97989949748744,7.01598579,66.42228739002933,1.4,1.203252033,100.0,171016.0,91.6595744680851,98.68496283590623,2250.0,12825.5,6.0,0.0,1.658653846,,0.0,6.0,72.53405995,65.3,17.86,40.48414023,7.915567282,0.0,3.33,76.67,88.0,0.0,3.33889816360601,8.347245409015025,11.686143572621036,0.8461538461538461,0.75,0.6666666666666666,0.9333333333333332,0.085201793721973,0.7982062780269058,0.0,0.0,30.12227765,0.0,1.0,24.14698163,1.11,728152.0,57.0,39.65,,,2.0,0.0,0.9
360,1414.71,32.0,56.10308473219051,9.594113901458044,1.7,1852.0,21.0,5.9,2.7,94.27805096110863,21.98716856,23.65076057511982,8.96020004167535,25.21,47.66,1.93,4.9,20.31,0.3,40.25382362512203,42.85714286,42.85714286,62.7,8.0,21.0,987.0,146.0,0.0,88.07339449541286,80.77701335,99.42987457240594,28.09638554,79.21323200715243,1.4,1.18972332,38.52691218,69509.0,94.46707399864222,96.12756264236904,1614.0,6871.3,23.0,20.86516676,13.55769231,23.79603399,0.0,3.0,41.613723,52.8,15.96,45.46997666,27.80561122,0.87,8.7,62.61,71.0,2.333969870570762,10.608953957139828,33.948652662847444,24.4005941014216,0.4759358288770053,0.303030303030303,0.2777777777777778,0.9701492537313432,0.2290874524714828,0.5874524714828897,0.161877782,0.045454545,0.0,0.0,2.0,6.515580737,0.15,339233.0,53.0,27.16,,,15.0,0.0,0.0
361,495.56,29.0,38.46495548858642,28.204850502475004,4.3,1419.0,61.0,44.6,2.8,81.5595363540569,11.51700946,15.473078933612127,8.259278619968635,46.58,36.49,2.23,6.74,7.96,2.0,65.92178770949721,86.86200378,86.86200378,63.2,9.0,23.7,944.0,107.0,59.4309799789251,30.42198233562316,23.44045369,98.93203883495146,8.85142255,45.521601685985246,2.0,1.691666667,100.0,76724.0,95.60761346998537,90.22346368715084,1308.0,15331.07843,57.0,100.0,35.73290598,9.877126654,0.0,4.0,48.08184143,69.1,12.28,46.28820961,52.62096774,1.72,18.97,65.52,65.0,12.1300339640951,68.41339155749637,179.03930131004367,34.449296458030084,0.0769230769230769,0.1764705882352941,0.3,0.9166666666666666,0.3374233128834356,0.4846625766871165,0.56710775,0.143884892,47.30251931,0.485201359,1.0,99.62192817,5.14,479053.0,53.0,80.54,41.35160681,,20.0,0.0,1.4
362,813.785,36.0,50.2035298456628,20.89392281297228,2.0,1229.0,60.0,0.0,2.7,70.58212058212058,3.353473163,25.28473804100228,18.83067577828398,4.14,80.66,0.39,2.67,12.14,0.6,11.11734980348119,98.43554443,98.43554443,62.9,8.0,18.6,848.0,129.0,28.7143956889915,35.85069444444444,49.87484355,90.56603773584906,17.62894534,39.5010395010395,2.0,1.4,100.0,29962.0,90.15979814970564,81.63952835485682,946.0,25819.35443,38.0,63.139624,16.57544379,,0.0,4.0,41.62436548,53.2,23.64,54.75605476,36.38644918,4.72,10.38,44.34,69.0,10.88101088101088,41.41804141804141,113.72411372411372,48.78904878904879,0.2771084337349397,0.2446808510638297,0.2307692307692307,0.8846153846153846,0.3607843137254902,0.503921568627451,1.063829787,0.0,63.29153393,1.755001755,2.0,81.41426783,2.04,311843.0,59.0,58.97,0.813516896,,42.0,0.0,0.0
363,1360.54,41.0,31.030893731767463,27.25975632661788,0.9,1130.0,60.0,9.4,1.1,64.78174603174604,19.08607784,23.28301886792453,10.716981132075473,6.07,79.1,3.57,3.45,7.81,2.5,8.185245018847603,89.58509738,62.91278577,42.7,8.0,15.3,938.0,112.0,49.7444633730834,24.65753424657534,70.87214225,91.3843888070692,31.34582624,61.21031746031746,1.7,1.358974359,100.0,28191.0,94.80415667466026,77.86752827140549,915.0,33373.32404,54.0,61.10406944,52.52380952,,0.0,2.0,33.76539209,52.3,17.54,65.2260111,62.72401434,3.57,16.07,41.07,70.0,24.98017446471055,64.23473433782712,405.2339413164156,86.04282315622523,0.1948051948051948,0.1206896551724138,0.1851851851851851,0.9,0.4396551724137931,0.6005747126436781,2.032176122,0.0,22.75205445,0.396510706,2.0,99.66130398,4.73,327721.0,46.0,128.47,0.0,,41.0,33.560477,1.7
364,483.451,48.0,62.8358757279691,28.56972470342248,2.2,4366.0,60.0,1.2,12.6,98.39901477832512,1.999972521,21.695460024106065,30.172760144636403,93.33,0.43,1.16,2.48,2.6,3.7,90.24,64.13662239,9.013282732,100.0,8.0,41.0,1838.0,274.0,47.2037914691943,96.49122807017544,68.97533207,97.85407725321888,3.886255924,27.70935960591133,1.9,1.338235294,100.0,204266.0,98.42105263157896,99.41333333333333,1654.0,11021.68085,64.0,100.0,7.923076923,54.74383302,75.73,5.0,73.40627973,66.3,12.76,28.79844961,6.877579092,0.0,4.65,88.37,78.0,0.0,16.27906976744186,29.45736434108527,15.116279069767442,0.9411764705882352,0.875,1.0,1.0,0.0641711229946524,0.7058823529411765,0.0,0.0,35.47920493,1.550387597,1.0,100.0,1.64,1608122.0,84.0,51.94,79.88614801,,0.0,0.0,3.8
365,269.643,36.0,46.88502081225839,25.277651529682288,3.0,1399.0,66.0,0.0,4.4,93.92059553349876,3.575870189,23.941798941798943,5.753968253968254,58.77,17.69,1.71,7.79,14.03,0.7,50.0,28.09815951,28.09815951,68.5,7.0,30.7,760.0,111.0,43.6964504283965,65.53323029366305,70.79754601,94.31486880466473,10.64871481,68.85856079404466,2.0,1.387096774,100.0,87946.0,98.2473222979552,96.18874773139746,1068.0,9355.853659,50.0,100.0,6.365384615,86.74846626,90.21,5.0,53.44632768,64.3,15.24,55.80670304,37.78162912,0.0,12.5,59.38,70.0,2.3382696804364773,42.08885424785659,130.94310210444272,24.94154325798909,0.4333333333333333,0.44,0.7272727272727273,0.875,0.3381294964028777,0.4244604316546763,0.736196319,0.0,99.92821345,0.779423227,2.0,77.91411043,2.14,349985.0,49.0,38.97,77.54601227,,14.0,0.0,0.0
366,347.204,38.0,34.194882221986575,39.36792680074861,1.2,1373.0,70.0,1.2,4.0,97.07446808510636,3.389971401,4.424778761061947,6.489675516224189,56.5,23.26,2.63,7.1,10.51,2.3,50.9375,1.45631068,68.93203883,55.8,10.0,26.5,892.0,116.0,98.5257985257985,36.55172413793103,54.36893204,94.97816593886463,60.1965602,46.27659574468085,1.5,1.301369863,100.0,52203.0,95.20153550863724,94.84375,1025.0,12979.52047,53.0,100.0,35.27403846,0.970873786,72.97,2.0,49.37238494,64.9,15.62,51.64257556,46.42857143,0.0,18.18,63.64,66.0,19.71090670170828,126.14980289093296,425.7555847568988,88.04204993429698,0.2692307692307692,0.2,,0.8,0.2872340425531915,0.5106382978723404,0.242718447,0.0,63.29739075,1.314060447,1.0,69.66019417,6.57,289827.0,45.0,114.32,,,18.0,0.0,0.0
367,731.333,31.0,40.056130366913486,37.91002156701471,5.0,2457.0,84.0,1.8,7.0,79.9327731092437,1.397799337,10.612470112194226,5.848813684016921,77.15,9.41,2.97,4.72,5.75,9.6,80.95347238138896,64.4895719,57.60153677,70.5,8.0,36.6,832.0,152.0,80.5995964254828,32.19497050605402,25.43907794,90.1483347327176,5.015854713,39.15966386554622,2.1,1.547511312,100.0,82321.0,98.18097014925374,97.18083887233556,1309.0,18973.91573,58.0,100.0,52.69601889,17.86498353,87.81,8.0,62.9040404,59.4,16.3,30.27867095,37.21682848,0.0,4.85,66.02,65.0,2.500893176134334,36.97749196141479,122.90103608431583,18.756698821007504,0.7323943661971831,0.7962962962962963,0.85,0.9047619047619048,0.0894039735099337,0.609271523178808,0.329308452,0.119047619,54.25750168,1.071811361,0.0,100.0,21.39,626530.0,47.0,78.6,70.63666301,,4.0,0.0,0.5
368,1103.88,39.0,38.9323687358852,27.93607845717037,1.1,1628.0,45.0,0.0,1.4,76.19047619047619,4.339656698,22.33136869679109,15.487884741322857,50.24,11.85,3.19,5.12,29.6,0.9,28.13911472448057,94.83488569,94.83488569,64.1,7.0,28.2,,146.0,51.3971210838272,66.94599627560521,69.51735817,92.34737747205504,28.61981372,59.08521303258145,,1.411214953,100.0,68906.0,98.50746268656717,87.21770551038843,1611.0,33591.54167,25.0,100.0,20.6062753,78.57747671,29.3,3.0,52.08333333,61.4,11.45,53.70879121,20.58465286,3.9,1.3,57.14,70.0,,,,,0.4270833333333333,0.5125,0.3333333333333333,0.9166666666666666,0.2195608782435129,0.6427145708582834,,0.0,,0.686813187,,69.17866215,4.51,293106.0,44.0,,63.59017782,,16.0,0.0,0.0
369,328.98,41.0,36.51946574374183,29.30338701814404,3.2,1066.0,71.0,30.1,3.0,68.92857142857143,10.80474012,19.00347624565469,22.943221320973347,7.22,81.15,0.11,5.19,6.32,1.5,14.192495921696574,100.0,100.0,46.3,9.0,18.6,876.0,110.0,24.4422890397672,43.32493702770781,35.70750237,89.21348314606742,18.71968962,28.214285714285715,1.8,1.329113924,100.0,25610.0,93.19371727748693,74.38825448613376,804.0,13168.54902,57.0,100.0,19.50262238,,0.0,3.0,36.30470016,60.6,21.74,76.86230248,59.84042553,16.13,12.9,48.39,66.0,16.93002257336343,73.36343115124153,215.5756207674944,82.39277652370203,0.1111111111111111,0.0714285714285714,0.2857142857142857,,0.4456521739130434,0.5652173913043478,0.474833808,0.0,19.15405217,1.128668172,0.0,98.29059829,2.02,353833.0,52.0,85.78,22.60208927,,41.0,13.96702231,5.7
370,472.353,24.0,46.01765481470619,31.7849775292524,2.9,1178.0,51.0,1.1,1.7,61.71967020023557,8.515951935,41.18942731277533,9.030837004405283,9.16,73.95,2.69,3.81,10.38,2.3,7.250163291966036,73.65710081,54.01030169,45.6,10.0,20.1,815.0,129.0,100.0,18.494795836669336,36.57100809,97.12286158631416,42.71685761,42.40282685512368,1.6,1.232876712,100.0,18540.0,80.04966887417218,81.25408229915088,908.0,6698.588517,36.0,100.0,22.50598291,56.65930831,82.32,6.0,28.79234168,52.9,18.43,43.75212802,58.14889336,2.59,10.34,44.83,54.0,17.364657814096017,66.39427987742594,488.2533197139939,47.667688117126325,0.1953125,0.1188811188811188,0.4390243902439024,0.725,0.3790426908150064,0.6131953428201811,2.501839588,0.0,76.53942717,0.340483487,2.0,100.0,5.92,376382.0,45.0,59.93,,,72.0,43.61702128,2.2
371,1395.09,39.0,43.11147609576575,25.11335291193539,2.2,1363.0,57.0,16.8,2.6,84.52970297029702,6.566912481,25.249884668614484,18.06858373058588,5.64,57.39,1.91,2.95,32.12,1.1,16.86166551961459,98.72964169,98.72964169,66.3,8.0,22.5,1726.0,139.0,62.9088378566458,44.050632911392405,61.6286645,92.25892559225892,40.57063326,51.113861386138616,1.9,1.337606838,100.0,40406.0,93.56854097758178,78.57306721725166,1010.0,10288.76744,44.0,84.03652685,61.8917004,11.49837134,0.0,5.0,41.28256513,57.6,23.83,53.40829234,39.90486258,5.26,12.92,44.98,66.0,17.709065354884046,62.68446943078004,262.4033731553057,57.484188334504566,0.3033333333333333,0.1569230769230769,0.2260869565217391,0.7582417582417582,0.3543260741612713,0.566804002354326,0.977198697,0.0,16.59502513,0.140548138,1.0,93.06188925,1.47,248600.0,55.0,61.56,4.592833876,,36.0,8.977035491,1.0
372,1951.72,40.0,33.645784330396985,17.05987539789059,2.5,2353.0,24.0,0.1,3.5,88.06595132164355,4.881535819,20.214568040655,14.464520986260116,52.45,29.73,4.99,5.26,7.57,0.3,55.94311778910652,44.65625634,50.33461772,66.7,8.0,26.8,1104.0,163.0,16.3393399473577,81.46480208580232,74.99493003,95.51731944758886,1.801984207,62.31353048940069,1.7,1.216949153,12.67491381,93010.0,97.42023082145282,97.11564260799572,1841.0,6895.72,22.0,34.48299761,,27.43865342,23.61,6.0,58.53416149,36.2,17.77,35.82537999,16.81990265,0.4,9.92,65.87,77.0,0.8837044892188052,6.185931424531637,14.492753623188404,10.957935666313183,0.6493506493506493,0.5451127819548872,0.52,0.925925925925926,0.1415153412648716,0.6230432060112712,0.040559724,0.0,14.52862426,0.883704489,3.0,40.27580612,0.67,399546.0,55.0,21.21,23.72743865,,5.0,0.0,0.0
373,854.63,44.0,62.19880752790857,22.14770302934184,1.3,3031.0,48.0,2.6,6.9,86.35968722849697,2.6171701,31.82608695652174,19.797101449275363,80.98,4.05,3.79,5.63,5.56,1.1,83.18002628120894,87.26625111,72.48441674,80.5,10.0,46.4,1262.0,188.0,0.0,97.6608187134503,86.01959038,100.0,4.973357016,62.9018245004344,1.6,1.227642276,69.7239537,135784.0,100.0,99.6933858957512,894.0,9898.363636,29.0,40.00686404,4.247863248,22.17275156,0.0,3.0,68.38521401,70.8,15.57,49.3745401,10.76604555,0.0,10.45,82.09,77.0,0.7358351729212657,7.358351729212656,20.235467255334804,23.5467255334805,0.7142857142857143,0.7894736842105263,0.7857142857142857,0.8571428571428571,0.1052631578947368,0.6644736842105263,0.17809439,0.0,25.82137711,0.367917586,2.0,42.03027605,1.01,854023.0,63.0,36.06,29.02938557,,3.0,0.0,4.5
374,416.626,49.0,46.84896473298411,16.079536716327848,2.6,1232.0,59.0,4.6,6.0,94.91094147582696,13.35020882,14.607303651825912,27.91395697848925,3.96,79.06,1.71,3.61,11.67,1.4,14.687100893997446,95.78256795,94.37675726,54.9,6.0,19.2,887.0,112.0,18.5009487666034,46.102021174205966,85.28584817,89.87889273356402,41.93548387,58.269720101781175,1.9,1.362903226,100.0,21598.0,95.60260586319218,80.45977011494253,941.0,3492.289474,55.0,82.40552057,19.80459057,51.82755389,57.31,6.0,40.71815718,50.2,25.49,71.34548275,52.1978022,4.11,26.03,42.47,69.0,28.305544784800308,63.59053896859248,450.1744862349748,70.56998836758433,0.2,0.16,0.2413793103448276,0.95,0.3529411764705882,0.5529411764705883,3.842549203,0.242718447,51.77486812,0.775494378,2.0,100.0,0.3,276078.0,56.0,103.14,76.75726336,,45.0,6.831119545,2.8
375,990.193,47.0,57.68363135769101,15.823598566345892,0.9,4165.0,38.0,0.4,6.3,96.34015069967708,1.182138605,27.605633802816904,24.63223787167449,90.48,2.08,2.34,2.3,2.8,0.9,78.86919022520364,33.4846765,33.4846765,78.0,9.0,33.4,2212.0,289.0,37.5283446712018,92.72388059701493,96.14074915,100.0,9.070294785,65.66200215285252,1.7,1.144,45.51645857,208585.0,96.83680805176132,97.41255390512696,1312.0,6977.277778,29.0,20.96783834,0.076923077,2.156640182,36.17,3.0,72.01492537,65.4,18.71,36.00302229,3.896103896,0.0,19.23,73.08,87.0,0.3777861730260672,5.289006422364942,13.222516055912354,17.755950132225163,0.8181818181818182,0.90625,1.0,1.0,0.0514285714285714,0.7542857142857143,0.0,0.0,19.27997248,1.888930865,1.0,12.03178207,0.43,1212034.0,72.0,20.78,,,1.0,0.0,3.4
376,1151.93,44.0,51.75560360819367,9.645703833436611,1.3,1800.0,29.0,9.6,1.9,91.02185469580624,16.09204355,13.78290446613428,12.658976634131914,38.63,40.71,2.87,5.67,12.12,0.3,38.788608102687526,0.0,21.32112492,68.5,8.0,18.9,1083.0,144.0,3.69881109643328,65.89928057553956,95.81425768,97.47545582047684,5.284015852,85.94211458948612,1.3,1.095808383,76.25899281,84352.0,96.66666666666669,89.12956277577216,1855.0,7362.125,42.0,0.0,10.17521368,11.24918247,11.62,3.0,52.44247073,52.3,18.4,47.56258235,27.30375427,2.22,17.78,58.89,70.0,3.1620553359683794,12.38471673254282,42.42424242424242,28.72200263504612,0.3176470588235294,0.419047619047619,0.3414634146341463,0.8636363636363636,0.2476722532588454,0.5176908752327747,0.261608895,0.0,8.226531622,0.527009223,0.0,25.7030739,0.19,332707.0,46.0,36.36,2.092871158,,13.0,4.095112285,0.0
377,1082.79,36.0,38.15380058856534,12.315337032220055,2.0,2556.0,20.0,0.4,2.2,91.02815979043876,9.461642078,21.46494907130018,6.920311563810665,20.81,57.74,4.83,4.9,11.72,0.1,50.87675969375154,21.6407355,14.14427157,56.0,7.0,30.7,1079.0,168.0,0.0,81.00719424460432,81.18811881,94.38660027161612,5.654048874,76.94826457105435,1.6,1.162995595,,88262.0,90.96323148627654,94.73944183749072,1811.0,2686.8,21.0,14.55795603,,,0.0,5.0,50.85777532,32.0,16.79,35.79624478,25.84204413,0.0,8.45,61.97,65.0,0.8692628650904034,10.08344923504868,29.902642559109875,17.90681502086231,0.3813559322033898,0.3695652173913043,0.4545454545454545,0.9545454545454546,0.2238219895287958,0.4083769633507853,0.188590288,0.0,7.875769575,0.521557719,3.0,11.50400754,0.11,377854.0,53.0,18.78,,,12.0,0.0,0.0
378,914.212,35.0,56.1452639881621,21.699252448386314,3.3,2118.0,63.0,1.8,80.7,83.15589353612167,3.309874935,11.98791768925807,10.590900509722484,82.76,5.53,2.16,4.96,4.59,2.2,77.87632421778763,91.98813056,76.65677547,65.3,9.0,28.7,961.0,142.0,6.55412115193644,54.35028248587571,65.28189911,92.7348934683898,12.81032771,47.14828897338403,2.1,1.36318408,95.77975602,108140.0,96.04473540643752,95.81177629958115,1382.0,9127.0,56.0,100.0,43.19017094,64.09495549,73.09,6.0,68.966415,67.6,20.97,42.5999621,19.14141414,0.0,9.15,70.73,73.0,1.3265112753458403,17.244646579495924,56.09247678605268,16.676141747204852,0.75,0.8307692307692308,0.9333333333333332,0.9411764705882352,0.0787401574803149,0.3779527559055118,0.164853281,0.0,43.00958987,2.274019329,3.0,97.95581932,1.64,741306.0,50.0,28.24,50.44510386,,3.0,0.0,2.6
379,1078.28,44.0,44.05064552362636,17.08333663864464,1.3,3762.0,27.0,0.0,4.5,95.8914159941306,0.322215155,28.96899019347999,12.748476013782136,77.16,3.79,8.92,4.11,6.01,0.3,78.48932676518884,48.36125273,24.32629279,89.0,9.0,34.6,1800.0,313.0,53.5139092240117,99.8406374501992,95.84850692,97.43788819875776,0.951683748,69.99266324284666,1.5,1.087209302,11.72614712,200705.0,95.96938775510203,98.9737274220033,3500.0,2699.37037,19.0,34.01570913,,13.98397669,54.9,4.0,63.2819868,47.4,14.63,31.68268046,3.799392097,0.0,3.57,71.43,75.0,0.9854644000985464,3.9418576003941856,11.825572801182556,8.869179600886918,0.8680555555555556,0.8188405797101449,0.88,0.9824561403508772,0.0560747663551401,0.794392523364486,0.0,0.0,10.56250952,0.0,2.0,13.98397669,0.77,882931.0,78.0,13.55,27.38528769,,1.0,0.0,0.0
380,1881.72,42.0,72.85074981020334,12.259832311268111,1.0,3647.0,32.0,0.1,4.0,80.88235294117648,2.218491065,27.43479696269396,12.925057774843182,,4.92,7.62,4.98,4.78,0.1,71.38500635324016,49.97313272,46.10424503,70.0,8.0,35.2,1754.0,239.0,0.700053850296177,91.81818181818184,100.0,100.0,0.807754443,71.09375,1.4,1.106299213,8.221386351,184926.0,97.26027397260276,97.33163913595934,1797.0,986.8,33.0,40.1099578,,7.200429876,2.1,3.0,67.00460829,76.3,19.1,41.81208054,5.265986029,0.0,6.59,74.73,80.0,0.0,3.859060402684564,8.053691275167786,10.06711409395973,0.837696335078534,0.8520408163265306,0.9242424242424242,0.9746835443037974,0.0487562189054726,0.8069651741293532,0.161203654,0.0,14.15982168,0.838926174,1.0,28.42557765,0.54,758632.0,69.0,14.77,3.65394949,,2.0,0.0,0.0
381,492.34,32.0,48.98316098964564,28.43539400122305,6.1,2132.0,56.0,14.0,7.9,79.81150793650794,0.805109508,13.823102948284197,9.811503141614306,76.35,8.82,3.37,4.19,7.27,3.7,72.15029996842438,96.66221629,88.15086782,56.4,7.0,35.4,825.0,141.0,67.3230974632843,38.86602652034751,28.13751669,94.1455015066724,2.369826435,34.47420634920635,1.8,1.307017544,97.42990654,88743.0,97.6099757533772,93.84275339437954,1543.0,22186.32609,37.0,100.0,586.7730769,81.27503338,68.52,9.0,59.73943438,56.9,15.77,25.81453634,34.04507711,0.0,7.02,68.42,72.0,3.645477329687856,29.619503303713827,99.33925723399408,10.480747322852585,0.5932203389830508,0.5510204081632653,0.5714285714285714,0.7142857142857143,0.1172638436482084,0.6872964169381107,0.200267023,0.0,43.91206133,0.911369332,0.0,66.48865154,1.41,790906.0,40.0,30.76,68.12416555,,9.0,4.706275033,5.3
382,434.423,23.0,44.454483148540696,22.129156312170814,2.2,1543.0,53.0,129.6,5.8,78.32422586520947,8.603132488,18.66412213740458,4.694656488549619,24.12,63.11,1.42,3.27,8.08,3.7,35.38102643856921,99.79101358,99.79101358,59.7,8.0,21.4,844.0,112.0,67.2546857772877,59.559675550405565,79.51933124,86.38638638638638,32.52480706,44.990892531876135,2.0,1.429752066,100.0,54467.0,94.2877801879971,93.23483670295492,897.0,11208.52273,68.0,100.0,35.09472934,,72.33,6.0,40.66553864,55.5,12.5,59.3220339,38.239159,1.52,7.58,63.64,71.0,6.306661411115491,22.467481277098937,132.83405597162002,43.358297201419,0.1764705882352941,0.1153846153846153,0.3157894736842105,0.625,0.3076923076923077,0.4505494505494505,1.149425287,0.0,41.60974924,1.970831691,2.0,100.0,1.53,578380.0,47.0,59.52,87.98328109,,23.0,9.592061742,3.1
383,617.677,36.0,50.91070047052904,29.137775817371534,2.7,1575.0,57.0,0.0,5.2,75.60975609756098,3.115273895,32.09655789003129,8.806437192668753,40.54,8.96,2.81,4.0,43.7,0.5,31.63457908644772,75.21315469,75.21315469,60.0,8.0,21.0,996.0,131.0,85.234899328859,59.47540983606557,69.30572473,94.19394688079062,23.73398414,55.33536585365854,2.1,1.324561404,95.06699147,64091.0,91.83673469387756,75.7266893167233,1048.0,10250.09211,44.0,100.0,8.319230769,60.35322777,60.52,6.0,57.97579758,65.5,10.17,36.81680162,21.6168717,4.76,7.94,44.97,73.0,11.892712550607287,36.43724696356276,147.77327935222672,30.36437246963563,0.206060606060606,0.2364864864864864,0.3111111111111111,0.8,0.3201856148491879,0.7006960556844548,0.243605359,0.0,11.57165952,0.0,1.0,85.20097442,1.22,428127.0,49.0,29.86,49.87819732,,18.0,2.135448444,0.0
384,,,,,,,,,,,,,,61.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.53,,,,,
385,792.474,35.0,42.26905692917063,18.97587750145104,2.5,1136.0,65.0,2.0,3.7,76.80826636050516,8.559173877,29.80074447120648,11.8020582439238,8.93,66.63,7.03,3.99,13.42,1.8,18.854500177872644,90.92711948,90.92711948,56.4,7.0,24.2,2763.0,134.0,0.747011952191235,46.38588503130336,69.75706495,85.41565386485172,12.5498008,35.47646383467279,1.6,1.236263736,100.0,37981.0,93.1002331002331,80.042689434365,1015.0,12383.87879,61.0,100.0,18.05698006,1.388200297,0.0,6.0,31.95836546,52.6,19.56,56.64322001,46.76616915,7.78,17.37,40.12,61.0,14.45877295818679,33.60687768659633,182.8839390386869,59.20281359906213,0.2838709677419355,0.1534391534391534,0.3114754098360656,0.8490566037735849,0.361863488624052,0.5633802816901409,2.379771939,0.067567568,18.960569,0.195388824,1.0,81.01140307,0.67,208064.0,55.0,53.34,,,43.0,0.398406375,0.5
386,278.164,33.0,54.47026540419213,23.894669445991337,5.6,1751.0,53.0,6.1,9.0,88.4437596302003,6.546204433,9.701492537313433,10.964408725602755,52.83,31.35,2.91,5.07,7.83,4.7,60.15352407536636,81.26195029,44.93307839,67.3,9.0,30.0,898.0,115.0,21.972734562951,59.976931949250286,46.97259401,94.65065502183408,17.64234162,44.22187981510015,2.3,1.463917526,100.0,89837.0,89.32119205298014,92.11444521981856,1265.0,15824.32353,60.0,100.0,13.57967033,17.90949649,27.11,7.0,61.80776575,68.3,13.02,62.27738802,28.22252374,3.37,12.36,79.78,64.0,9.713977334052888,37.2369131138694,165.1376146788991,44.252563410685376,0.4545454545454545,0.2727272727272727,,0.8333333333333334,0.2033898305084746,0.3305084745762712,0.127469726,0.0,46.93964196,2.15866163,0.0,100.0,1.2,650696.0,47.0,61.52,,,20.0,7.217321572,5.7
